DISTRICT,Year,Murder,Dacoity
UDHAMSINGH NAGAR,2012,0,0
UTTARKASHI,2012,0,0
TOTAL,2012,0,0
24 PARGANAS NORTH,2012,0,0
24 PARGANAS SOUTH,2012,0,0
ASANSOL,2012,0,0
BANKURA,2012,0,0
BDN CP,2012,0,0
BIRBHUM,2012,2,0
BKP CP,2012,0,0
BURDWAN,2012,0,0
COOCHBEHAR,2012,0,0
DAKSHIN DINAJPUR,2012,0,0
DARJEELING,2012,0,0
HOOGHLY,2012,0,0
HOWRAH,2012,0,0
HOWRAH CITY,2012,0,0
HOWRAH G.R.P.,2012,0,0
JALPAIGURI,2012,0,0
JHARGRAM,2012,0,0
KHARAGPUR G.R.P.,2012,0,0
KOLKATA,2012,0,0
MALDA,2012,0,0
MURSHIDABAD,2012,0,0
NADIA,2012,0,0
PASCHIM MIDNAPUR,2012,0,0
PURAB MIDNAPUR,2012,0,0
PURULIA,2012,0,0
SEALDAH G.R.P.,2012,0,0
SILIGURI G.R.P.,2012,0,0
SILIGURI_PC,2012,0,0
UTTAR DINAJPUR,2012,0,0
TOTAL,2012,2,0
CAR,2012,0,0
NORTH,2012,0,0
SOUTH,2012,0,0
TOTAL,2012,0,0
CHANDIGARH,2012,0,0
TOTAL,2012,0,0
D and N HAVELI,2012,0,0
TOTAL,2012,0,0
DAMAN,2012,0,0
DIU,2012,0,0
TOTAL,2012,0,0
CAW,2012,0,0
CENTRAL,2012,0,0
CRIME BRANCH,2012,0,0
EAST,2012,0,0
EOW,2012,0,0
GRP(RLY),2012,0,0
IGI AIRPORT,2012,0,0
NEW DELHI,2012,0,0
NORTH,2012,0,0
NORTH-EAST,2012,0,0
NORTH-WEST,2012,0,0
OUTER,2012,0,0
SOUTH,2012,0,0
SOUTH-EAST,2012,0,0
SOUTH-WEST,2012,0,0
STF,2012,0,0
WEST,2012,0,0
TOTAL,2012,0,0
LAKSHADWEEP,2012,0,0
TOTAL,2012,0,0
KARAIKAL,2012,0,0
PUDUCHERRY,2012,0,0
